id,surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data,outcome
1021,no,adult,528214,37.8,48.0,28.0,cool,normal,normal_pink,less_3_sec,alert,hypermotile,none,slight,more_1_liter,5.5,normal,firm,36.0,6.6,serosanguious,5.3,no,0,0,0,yes,lived
1022,no,adult,535246,38.1,80.0,52.0,cold,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,less_1_liter,2.0,decreased,distend_small,49.0,69.0,serosanguious,2.0,no,1111,0,0,yes,lived
1023,no,adult,529461,38.2,114.0,16.0,normal,reduced,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,none,7.0,normal,distend_large,57.0,8.1,serosanguious,4.5,yes,31110,0,0,no,euthanized
1024,yes,adult,529172,38.1,112.0,36.0,cool,reduced,pale_pink,more_3_sec,depressed,absent,moderate,none,less_1_liter,2.0,absent,distend_small,53.0,8.2,serosanguious,4.4,no,11300,0,0,yes,died
1025,yes,adult,5262541,37.9,42.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,1.5,absent,distend_small,37.0,7.6,cloudy,1.0,yes,2209,0,0,yes,lived
1026,yes,adult,5283431,38.3,60.0,16.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,less_1_liter,3.0,normal,distend_small,30.0,6.0,cloudy,6.0,yes,31110,0,0,yes,lived
1027,yes,adult,535130,37.8,44.0,21.0,cool,normal,pale_pink,less_3_sec,depressed,absent,moderate,slight,less_1_liter,2.0,absent,distend_small,50.0,55.0,serosanguious,2.0,yes,2205,0,0,yes,lived
1028,no,adult,5279822,37.8,92.0,28.0,normal,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,none,more_1_liter,6.0,decreased,distend_small,64.0,9.0,cloudy,3.9,yes,2208,0,0,no,lived
1029,yes,adult,529340,37.9,60.0,30.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,4.5,decreased,firm,35.0,6.6,cloudy,1.5,yes,5206,0,0,yes,died
1030,yes,adult,530242,37.4,104.0,12.0,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,none,more_1_liter,4.0,absent,distend_small,75.0,8.8,serosanguious,4.3,yes,2207,0,0,yes,died
1031,no,adult,535176,37.2,60.0,90.0,normal,normal,bright_pink,less_3_sec,depressed,hypomotile,slight,none,more_1_liter,5.5,absent,distend_small,41.0,89.0,clear,3.4,no,3111,0,0,yes,lived
1032,yes,adult,530670,37.6,68.0,28.0,normal,normal,pale_pink,less_3_sec,depressed,hypermotile,none,slight,none,7.0,normal,distend_large,47.0,8.0,cloudy,3.9,yes,3205,0,0,yes,lived
1033,no,adult,529663,38.0,42.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.5,normal,firm,37.0,7.2,cloudy,1.3,no,0,0,0,yes,lived
1034,yes,adult,534787,38.0,36.0,16.0,cool,normal,normal_pink,less_3_sec,severe_pain,normal,moderate,significant,more_1_liter,2.0,decreased,distend_large,37.0,75.0,cloudy,1.0,no,3111,0,0,no,euthanized
1035,yes,adult,528931,37.8,96.0,20.0,cool,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,moderate,slight,more_1_liter,4.0,absent,distend_small,64.0,5.8,serosanguious,3.3,yes,2205,0,0,no,died
1036,yes,adult,534579,37.2,52.0,16.0,normal,normal,pale_pink,less_3_sec,mild_pain,absent,moderate,none,more_1_liter,2.0,decreased,distend_small,42.0,71.0,clear,1.0,yes,2208,0,0,no,euthanized
1037,yes,adult,535176,37.7,88.0,16.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,45.0,68.0,serosanguious,2.0,no,2205,0,0,yes,euthanized
1038,yes,adult,534293,38.3,60.0,30.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,none,more_1_liter,2.0,absent,distend_small,50.0,75.0,serosanguious,2.0,yes,2208,0,0,no,euthanized
1039,yes,adult,534784,38.5,72.0,30.0,normal,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2.0,decreased,distend_small,44.0,74.0,clear,1.0,yes,2208,0,0,no,lived
1040,yes,adult,535292,38.5,84.0,30.0,warm,normal,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,4.5,absent,distend_small,44.0,66.0,serosanguious,2.6,yes,2208,0,0,yes,lived
1041,yes,adult,528890,38.5,48.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.4,decreased,distend_small,48.0,6.6,clear,1.6,yes,3111,0,0,no,lived
1042,yes,adult,529461,40.3,114.0,36.0,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,none,7.0,normal,distend_large,57.0,4.5,serosanguious,4.5,yes,3205,0,0,yes,died
1043,no,adult,5287179,37.6,60.0,20.0,cool,reduced,bright_red,less_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,decreased,distend_small,73.0,11.0,cloudy,3.4,no,400,0,0,yes,died
1044,no,adult,529888,38.2,84.0,36.0,warm,reduced,pale_pink,less_3_sec,depressed,absent,none,slight,more_1_liter,7.0,absent,distend_large,47.0,7.5,serosanguious,4.3,no,31110,0,0,no,died
1045,yes,adult,529796,39.3,129.0,8.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,moderate,slight,none,7.0,absent,distend_small,57.0,8.5,serosanguious,4.5,yes,2124,0,0,yes,lived
1046,no,adult,530693,37.0,72.0,96.0,cool,reduced,bright_red,less_3_sec,severe_pain,hypomotile,severe,slight,more_1_liter,4.0,absent,distend_large,47.0,7.5,cloudy,4.9,yes,1400,0,0,yes,died
1047,yes,adult,529475,37.7,96.0,30.0,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,severe,significant,none,4.0,absent,distend_large,66.0,7.5,serosanguious,3.4,yes,4205,0,0,yes,died
1048,yes,adult,534145,38.2,120.0,48.0,cold,reduced,pale_pink,less_3_sec,depressed,hypomotile,moderate,none,none,2.0,absent,distend_large,57.0,65.0,serosanguious,2.0,yes,3205,0,0,no,euthanized
1049,no,adult,528729,38.9,48.0,16.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,none,none,none,7.5,decreased,other,49.0,7.0,clear,8.0,no,3111,0,0,yes,lived
1050,yes,adult,529399,39.4,114.0,36.0,cool,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,moderate,slight,none,7.0,absent,distend_small,57.0,8.1,serosanguious,2.0,yes,2208,0,0,no,lived
1051,yes,adult,528178,38.0,66.0,12.0,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,3.0,decreased,distend_small,31.5,6.2,cloudy,1.5,yes,2208,0,0,yes,lived
1052,yes,adult,534626,38.4,120.0,24.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,3.0,normal,distend_small,50.0,7.0,cloudy,2.0,yes,2209,0,0,yes,lived
1053,yes,adult,529172,37.8,84.0,20.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,slight,more_1_liter,5.3,normal,distend_small,73.0,10.2,cloudy,2.6,yes,2206,0,0,yes,euthanized
1054,no,adult,530251,38.1,104.0,35.0,cold,reduced,dark_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,5.0,absent,distend_small,75.0,5.5,serosanguious,4.6,yes,3207,0,0,no,died
1055,no,adult,529340,38.0,48.0,20.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.0,decreased,firm,40.0,6.5,clear,1.5,no,9400,0,0,yes,lived
1056,no,adult,534115,38.6,40.0,16.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypermotile,none,slight,more_1_liter,2.0,increased,other,36.0,61.0,clear,2.0,no,0,0,0,yes,lived
1057,no,adult,529424,38.5,54.0,24.0,warm,normal,normal_pink,less_3_sec,alert,hypermotile,none,slight,none,7.0,decreased,other,49.0,7.0,clear,3.6,no,3111,0,0,yes,lived
1058,yes,adult,529172,38.7,108.0,42.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,none,none,7.0,decreased,normal,45.0,7.2,cloudy,2.7,yes,31110,0,0,yes,lived
1059,no,adult,530670,36.6,96.0,28.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,none,more_1_liter,5.5,absent,distend_small,33.0,6.6,serosanguious,6.6,yes,1400,0,0,yes,died
1060,no,adult,527829,38.3,52.0,18.0,cold,normal,bright_red,more_3_sec,depressed,absent,none,slight,more_1_liter,5.0,normal,distend_large,48.0,7.2,cloudy,3.2,no,5111,0,0,yes,lived
1061,no,adult,528653,37.8,48.0,16.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,none,slight,more_1_liter,5.5,decreased,other,44.0,7.5,clear,1.0,no,3111,0,0,yes,lived
1062,no,adult,528812,38.5,40.0,9.0,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,7.0,normal,distend_large,48.0,7.6,clear,2.6,no,3111,0,0,yes,lived
1063,yes,adult,529272,38.9,60.0,30.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,6.5,absent,distend_small,47.0,6.5,cloudy,2.7,yes,2300,0,0,no,euthanized
1064,yes,adult,530001,38.1,108.0,32.0,cold,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,7.5,absent,distend_small,75.0,8.3,clear,7.0,yes,2209,0,0,no,euthanized
1065,no,adult,528800,37.6,48.0,20.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,none,4.5,decreased,firm,45.0,7.5,cloudy,2.3,no,400,0,0,yes,lived
1066,yes,adult,528548,37.1,52.0,12.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,3.0,decreased,distend_small,50.0,7.0,serosanguious,3.6,yes,2124,0,0,yes,lived
1067,yes,adult,529667,39.5,92.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,none,none,more_1_liter,2.0,increased,distend_large,67.0,7.0,clear,3.6,yes,7111,0,0,no,died
1068,yes,adult,528890,38.1,75.0,18.0,normal,normal,pale_pink,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,7.0,absent,distend_small,52.0,6.8,serosanguious,4.3,yes,7209,0,0,no,died
1069,yes,adult,527463,38.5,129.0,14.0,cold,reduced,pale_pink,more_3_sec,depressed,absent,moderate,slight,more_1_liter,5.0,absent,distend_small,57.0,8.9,serosanguious,6.6,yes,2208,0,0,no,lived
1070,yes,adult,534293,38.5,60.0,20.0,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,2.0,absent,distend_large,50.0,81.0,cloudy,2.0,yes,3111,0,0,no,lived
1071,yes,adult,530381,38.5,86.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,slight,none,4.4,decreased,distend_large,45.0,7.5,cloudy,3.9,yes,3209,0,0,yes,died
1072,yes,adult,528548,37.8,96.0,30.0,cool,reduced,pale_pink,more_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,4.5,absent,distend_large,45.0,7.5,clear,3.7,yes,4205,0,0,yes,died
1073,yes,adult,528570,38.1,66.0,12.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,none,slight,none,3.0,increased,distend_large,44.0,6.0,cloudy,3.6,yes,3111,0,0,yes,died
1074,yes,adult,528183,38.3,45.0,12.0,cool,normal,pale_pink,less_3_sec,mild_pain,hypermotile,none,slight,more_1_liter,6.5,normal,distend_small,39.0,7.0,cloudy,1.5,yes,2112,0,0,no,lived
1075,yes,adult,530242,37.3,96.0,30.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,moderate,none,more_1_liter,4.0,absent,distend_large,57.0,4.5,serosanguious,4.1,yes,2205,0,0,yes,died
1076,yes,adult,535292,38.5,129.0,30.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,moderate,slight,none,2.0,decreased,distend_small,57.0,66.0,serosanguious,2.0,yes,2206,0,0,no,lived
1077,yes,adult,533968,37.8,60.0,16.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,severe,none,more_1_liter,2.0,absent,distend_large,52.0,75.0,serosanguious,2.0,yes,3205,0,0,no,euthanized
1078,no,adult,529183,37.5,40.0,16.0,normal,normal,normal_pink,less_3_sec,alert,normal,none,slight,more_1_liter,5.0,normal,normal,40.0,7.5,cloudy,1.3,no,0,0,0,yes,lived
1079,yes,adult,528134,38.2,104.0,36.0,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,2.0,decreased,distend_large,37.0,6.5,serosanguious,2.0,yes,7400,0,0,yes,died
1080,yes,adult,5275212,38.0,96.0,28.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,4.5,absent,distend_small,69.0,8.1,serosanguious,4.5,yes,2205,0,0,no,died
1081,no,adult,534293,38.5,68.0,20.0,cool,reduced,pale_pink,less_3_sec,depressed,hypomotile,none,slight,more_1_liter,2.0,increased,distend_large,50.0,75.0,serosanguious,2.0,no,0,0,0,no,lived
1082,yes,adult,529888,37.5,60.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,moderate,slight,none,3.0,absent,distend_small,57.0,8.1,serosanguious,4.5,yes,2208,0,0,yes,euthanized
1083,yes,adult,530001,38.6,60.0,30.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,none,3.0,absent,distend_large,43.0,6.0,cloudy,3.6,yes,2209,0,0,yes,died
1084,yes,adult,534115,38.2,88.0,20.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,1.0,absent,distend_small,34.0,68.0,clear,1.0,yes,2208,0,0,no,lived
1085,no,adult,529135,38.6,44.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,none,7.0,absent,distend_large,39.0,6.5,clear,5.0,no,5205,0,0,yes,lived
1086,no,adult,527365,38.0,44.0,24.0,normal,normal,normal_pink,less_3_sec,mild_pain,normal,slight,none,less_1_liter,7.0,decreased,firm,41.0,6.1,clear,5.3,no,3111,0,0,no,lived
1087,yes,young,527524,38.3,80.0,30.0,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,7.0,normal,distend_small,37.0,6.5,serosanguious,3.6,yes,2208,0,0,no,died
1088,yes,adult,529373,38.3,48.0,28.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,moderate,none,more_1_liter,5.3,absent,normal,39.0,6.6,cloudy,3.3,yes,4205,0,0,yes,lived
1089,yes,adult,530693,38.7,52.0,51.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,2.0,absent,distend_small,33.0,7.0,cloudy,1.0,yes,2208,0,0,no,died
1090,yes,adult,5299603,39.3,60.0,20.0,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,less_1_liter,3.0,normal,distend_small,30.0,6.5,clear,3.0,yes,31110,0,0,no,lived
1091,yes,adult,528151,39.5,84.0,36.0,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,5.0,absent,distend_small,37.0,6.5,serosanguious,6.0,yes,4124,0,0,yes,lived
1092,yes,adult,527544,37.6,114.0,48.0,cool,reduced,pale_pink,more_3_sec,depressed,absent,slight,slight,more_1_liter,5.0,normal,distend_small,57.0,8.0,clear,2.0,yes,2112,0,0,no,died
1093,yes,adult,527365,38.0,98.0,36.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,significant,none,4.4,absent,distend_small,69.0,7.8,serosanguious,4.4,yes,2209,0,0,yes,lived
1094,yes,adult,5275212,38.7,100.0,12.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,hypomotile,moderate,significant,more_1_liter,2.0,absent,distend_small,52.0,72.0,serosanguious,3.3,yes,2205,0,0,no,euthanized
1095,yes,adult,530242,37.2,108.0,12.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,none,6.0,absent,distend_small,52.0,8.6,serosanguious,7.4,yes,2207,0,0,no,euthanized
1096,no,adult,5290482,37.6,48.0,20.0,normal,normal,bright_red,more_3_sec,depressed,normal,none,slight,more_1_liter,6.2,decreased,firm,48.0,8.0,cloudy,5.2,no,5206,0,0,yes,euthanized
1097,no,adult,529461,40.3,114.0,36.0,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,none,7.0,decreased,distend_large,57.0,8.1,serosanguious,4.5,yes,7400,0,0,yes,euthanized
1098,yes,adult,528904,38.0,110.0,28.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.3,absent,distend_large,50.0,7.5,cloudy,1.0,yes,31110,0,0,yes,euthanized
1099,no,adult,527883,38.3,52.0,18.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,none,more_1_liter,5.0,absent,distend_small,37.0,7.6,clear,5.3,yes,31110,0,0,yes,lived
1100,yes,adult,528548,37.9,68.0,20.0,normal,normal,bright_red,less_3_sec,mild_pain,hypomotile,none,slight,none,3.0,decreased,distend_large,44.0,6.0,cloudy,3.6,yes,2124,0,0,yes,lived
1101,no,adult,5291329,38.4,56.0,24.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.5,normal,firm,49.0,6.5,clear,5.0,no,0,0,0,yes,lived
1102,yes,adult,533736,38.0,120.0,80.0,cool,reduced,dark_cyanotic,more_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,2.0,absent,distend_small,68.0,80.0,serosanguious,2.0,no,2209,0,0,no,euthanized
1103,yes,adult,529663,38.4,86.0,24.0,cool,normal,pale_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,5.0,absent,distend_small,47.0,6.3,serosanguious,3.6,yes,7111,0,0,no,died
1104,yes,adult,533928,39.7,100.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,severe,none,more_1_liter,2.0,absent,distend_large,52.0,75.0,cloudy,2.0,yes,2205,0,0,no,euthanized
1105,yes,adult,530366,37.2,36.0,32.0,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,4.0,decreased,distend_large,50.0,5.9,cloudy,2.6,yes,2208,0,0,yes,died
1106,yes,adult,530693,38.2,84.0,36.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,slight,more_1_liter,5.0,absent,distend_small,57.0,7.5,serosanguious,2.0,yes,2205,0,0,no,died
1107,yes,adult,529663,39.1,88.0,50.0,normal,reduced,bright_red,more_3_sec,mild_pain,hypomotile,slight,none,more_1_liter,5.4,absent,firm,51.0,8.4,cloudy,2.6,no,2208,0,0,yes,lived
1108,yes,adult,529840,38.0,164.0,36.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,none,more_1_liter,5.5,absent,distend_small,64.0,8.6,clear,3.3,yes,4205,0,0,no,died
1109,yes,adult,5299603,38.3,60.0,16.0,cool,normal,normal_pink,less_3_sec,depressed,hypermotile,none,none,none,3.0,normal,distend_small,30.0,6.0,clear,3.0,yes,31110,0,0,no,lived
1110,no,adult,534519,37.1,84.0,30.0,cool,reduced,pale_pink,3,mild_pain,absent,moderate,significant,less_1_liter,2.0,absent,distend_large,75.0,81.0,cloudy,1.0,yes,1400,0,0,no,euthanized
1111,yes,young,533886,38.0,104.0,70.0,cool,reduced,bright_red,more_3_sec,depressed,absent,moderate,none,more_1_liter,2.0,absent,distend_small,47.0,54.0,serosanguious,2.0,yes,2205,0,0,no,lived
1112,yes,adult,529667,39.3,114.0,36.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,slight,none,none,7.0,normal,distend_small,57.0,8.1,serosanguious,2.0,yes,2113,0,0,no,lived
1113,yes,adult,528469,39.2,100.0,50.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,slight,none,3.0,absent,distend_small,60.0,8.1,cloudy,3.6,yes,2208,0,0,yes,lived
1114,yes,adult,534293,38.2,130.0,16.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,severe,none,none,2.0,decreased,distend_small,66.0,82.0,cloudy,2.0,no,2209,0,0,no,euthanized
1115,yes,adult,529475,38.4,52.0,30.0,normal,normal,pale_pink,less_3_sec,alert,hypomotile,slight,none,more_1_liter,4.0,decreased,other,37.0,6.6,cloudy,5.0,yes,3111,0,0,yes,lived
1116,yes,adult,530242,38.0,108.0,12.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,slight,slight,none,4.0,decreased,distend_small,47.0,6.3,serosanguious,3.2,yes,2207,0,0,no,lived
1117,yes,adult,528183,38.1,52.0,68.0,normal,normal,bright_red,more_3_sec,depressed,hypomotile,slight,slight,more_1_liter,5.3,absent,distend_small,43.0,7.5,cloudy,1.6,yes,2112,0,0,yes,lived
1118,yes,adult,534073,37.8,52.0,48.0,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,7.0,normal,distend_small,48.0,53.0,serosanguious,2.6,yes,2205,0,0,no,lived
1119,yes,adult,5278331,36.7,84.0,30.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.5,absent,distend_large,40.0,7.8,serosanguious,2.6,yes,3205,0,0,yes,died
1120,no,adult,528630,36.1,78.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,none,more_1_liter,6.0,absent,distend_small,49.0,8.1,serosanguious,4.1,yes,4205,0,0,yes,died
1121,no,adult,533692,37.8,88.0,28.0,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,severe,none,more_1_liter,1.0,absent,distend_large,33.0,64.0,cloudy,2.0,yes,3205,0,0,no,euthanized
1122,yes,adult,529461,39.1,164.0,48.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,slight,less_1_liter,6.5,absent,distend_small,65.0,7.8,serosanguious,4.5,yes,2205,0,0,no,died
1123,yes,adult,534115,38.2,60.0,36.0,normal,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,severe,none,more_1_liter,2.0,absent,distend_large,42.0,72.0,cloudy,1.0,yes,2208,0,0,no,lived
1124,no,adult,535196,38.2,129.0,48.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,absent,distend_large,57.0,66.0,serosanguious,2.0,yes,3205,0,0,no,euthanized
1125,no,adult,528469,37.1,88.0,24.0,cold,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,slight,none,4.4,absent,distend_large,60.0,7.5,serosanguious,2.6,yes,3205,0,0,yes,died
1126,yes,adult,5290409,39.1,84.0,36.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,7.0,absent,distend_small,40.0,7.5,serosanguious,5.3,yes,2208,0,0,yes,died
1127,yes,adult,534925,38.7,120.0,48.0,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,slight,none,more_1_liter,2.0,absent,distend_small,56.0,64.0,cloudy,2.0,no,1400,0,0,no,euthanized
1128,yes,adult,529667,40.3,114.0,36.0,cool,normal,pale_pink,more_3_sec,depressed,hypomotile,slight,slight,less_1_liter,7.0,absent,distend_small,57.0,7.5,serosanguious,4.5,yes,2305,0,0,no,lived
1129,yes,adult,5282839,39.4,114.0,60.0,cool,reduced,bright_red,more_3_sec,depressed,absent,severe,none,none,7.0,normal,distend_small,57.0,8.6,cloudy,3.9,no,2208,0,0,yes,died
1130,yes,adult,530002,39.0,100.0,51.0,cold,reduced,dark_cyanotic,less_3_sec,depressed,absent,none,slight,more_1_liter,2.0,absent,distend_small,59.0,8.2,cloudy,2.6,yes,2113,0,0,no,lived
1131,yes,adult,529461,38.1,108.0,36.0,normal,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7.0,absent,distend_large,51.0,11.0,serosanguious,4.5,yes,7111,0,0,yes,died
1132,yes,adult,529685,37.3,30.0,68.0,normal,normal,pale_pink,less_3_sec,mild_pain,absent,slight,slight,less_1_liter,6.5,absent,distend_small,36.0,5.9,serosanguious,4.1,yes,2208,0,0,yes,lived
1133,yes,adult,533836,38.5,88.0,48.0,cool,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,42.0,67.0,cloudy,2.6,no,2205,0,0,yes,lived
1134,yes,adult,529386,37.9,80.0,16.0,normal,reduced,pale_cyanotic,less_3_sec,extreme_pain,hypomotile,moderate,slight,less_1_liter,2.0,absent,distend_small,55.0,50.0,serosanguious,2.0,yes,2205,0,0,yes,lived
